Place Name,Address,City,Zip,State,Place ID,Longitude,Latitude,Status,Last Contacted,Contact Name,Email/Contact,Phone Number,Booking Contact,Contact Type,Priority,Next Follow Up,Past Gigs,Future Gigs,Last Played,Next Booked,Past Gig Count,Future Gig Count,Total Gig Count,Last Synced,Venue Type,Website,Notes
Kalaveras,11204 Royalton Rd,North Royalton,44133,OH,kalaveras-north-royalton-oh-44133,-81.770807,41.315801,Played in the Past,Tue Jan 02 2024 00:00:00 GMT-0500 (Eastern Standard Time),Levi,LevisA0728@gmail.com,440-652-6053,,messenger,1,,2024-05-03 | COMPLETED | JustDeeDeeMusic Live @ Kalaveras (Modern Mexican Cocina & Bar) | 11204 Royalton Rd; 2024-06-14 | COMPLETED | JustDeeDeeMusic Live @ Kalaveras (Modern Mexican Cocina & Bar) | 11204 Royalton Rd; North Royalton; OH 44133 | historical-2024-05-03-kalaveras-modern-mexican-cocina-bar-justdeedeemusic-live-kalaveras-modern-mexican-cocina-bar-16; OH 44133 | historical-2024-06-14-kalaveras-modern-mexican-cocina-bar-justdeedeemusic-live-kalaveras-modern-mexican-cocina-bar-27,,Fri Jun 14 2024 00:00:00 GMT-0400 (Eastern Daylight Time),,2,,2,2026-05-08T02:35:41.539Z,Other Venue,https://kalaverascocina.com/,
Kava Sol,4055 Erie St Rear,Willoughby,44094,OH,kava-sol-willoughby-oh-44094,-81.406529,41.64151,Needs Review,10/18/2025,,,440-710-6065,,,,,,,,,,,,,Other Venue,,
Kelleys Island Wine Co.,418 Woodford Rd,Kelleys Island,43438,OH,kelleys-island-wine-co-kelleys-island-oh-43438,-82.696846,41.595777,Not Contacted Yet,08/19/2025,Brandi,419-357-5262,419-746-2678,,,3,,,,,,,,,,Winery,http://www.kelleysislandwineco.com/,
Khaao Macha Indian Fusion Restaurant & Bar,200 Montrose W Ave(Inside Radisson,Akron,44321,OH,khaao-macha-indian-fusion-restaurant-and-bar-akron-oh-44321,-81.505099,41.093346,Needs Review,,,,330-576-3096,,,4,,,,,,,,,,Restaurant,https://khaaomacha.com/,
Klingshirn Winery,33050 Webber Rd,Avon Lake,44012,OH,klingshirn-winery-avon-lake-oh-44012,-82.033184,41.488556,Needs Review,,,,440-933-6666,,,,,,,,,,,,,Winery,,
Kohler's 818 Club,818 Croghan St,Fremont,43420,OH,kohler-s-818-club-fremont-oh-43420,-83.119982,41.346544,Needs Review,,,,419-334-9122,,,,,,,,,,,,,Other Venue,,
Kosicek Vineyards,636 State Rte 534,Geneva,44041,OH,kosicek-vineyards-geneva-oh-44041,-80.940118,41.73824,Not Contacted Yet,Sat Mar 08 2025 00:00:00 GMT-0500 (Eastern Standard Time),Send in Jan.,Tony,440-361-4573,,Fb,4,,,,,,,,1,2026-05-07T04:36:16.000Z,Other Venue,http://www.kosicekvineyards.com/,
La Famiglia Winery,26095 Nichols Rd BSMT,Columbia Station,44028,OH,la-famiglia-winery-columbia-station-oh-44028,-81.936042,41.328096,Told No / Closed / No Music,,,,,,,5,,,,,,,,,,Winery,,"Rank: 5
Card: No
Played: No
Music: No
Previous CRM status: Closed and Not Booking"
Lala's in the Lakes,4315 Manchester Rd,Akron,,OH,lala-s-in-the-lakes-akron-oh,-81.559712,40.985725,Booked,04/16/2025,Jeannie call Wednesday nov. 5,Contact@lalasinthelakes.com,234-571-4757,,stop,"Lala's in the Lakes, 4315 Manchester Rd, Akron, Ohio 44320",,Manual sheet history: Played=Yes; recorded count=1.,2026-06-13; 2026-06-13 6:00pm ET | BOOKED | LALA's in the lakes (trial) | 4kg44ktggf0bf5f07rv8q66k56@google.com,recorded count=1.,Sat Jun 13 2026 00:00:00 GMT-0400 (Eastern Daylight Time),2,2,4,Fri May 08 2026 00:58:22 GMT-0400 (Eastern Daylight Time),Other Venue,,
Laurello Vineyards,4573 OH-307,Geneva,44041,OH,laurello-vineyards-geneva-oh-44041,-80.917859,41.764237,Told No / Closed / No Music,Thu Mar 08 2035 00:00:00 GMT-0500 (Eastern Standard Time),Susan klug/ doesn't work just books. Music,susan@laurellovineyards.com,,,stop,4,,,,,,,,3,2026-05-07T04:36:16.000Z,Other Venue,,Previous CRM status: Closed and Not Booking
Laurentia Vineyard & Winery 4599 S Madison Rd,Madison,OH 44057,,OH,laurentia-vineyard-and-winery-4599-s-madison-rd-madison-oh-44057,-81.046901,41.747666,Not Contacted Yet,8/15/2024,Moriah Amy,,,,stop,4,,,,,,,,2,2026-05-07T04:36:16.000Z,Winery,,
Leo's Italian Social (Burntwood Holdings) 200 Crocker Park Blvd,Westlake,OH 44145,,OH,leo-s-italian-social-burntwood-holdings-200-crocker-park-blvd-westlake-oh-44145,-81.953045,41.459381,Needs Review,,,,,,,4,,,,,,,,,,Other Venue,,
Leo's Italian Social (Burntwood Holdings) 2251 Front St,Cuyahoga Falls,OH 44221,,OH,leo-s-italian-social-burntwood-holdings-2251-front-st-cuyahoga-falls-oh-44221,-81.482656,41.13701,Not Contacted Yet,09/29/2025,Michelle,leositaliansocial.com/contact,,,,4,,,,,,,,1,2026-05-07T04:36:16.000Z,Other Venue,https://www.leositaliansocial.com,
Lincoln Way Vineyards 9050 W Old Lincoln Way,Wooster,OH 44691,,OH,lincoln-way-vineyards-9050-w-old-lincoln-way-wooster-oh-44691,-82.091894,40.807289,Played in the Past,02/17/2024,Jim,LincolnWayVineyards@gmail.com,,,email,1,,2024-06-13 | COMPLETED | JustDeeDeeMusic Live @ Lincoln Way Vineyards | 9050 W Old Lincoln Way; Manual sheet history: Played=Yes; OH 44691 | historical-2024-06-13-lincoln-way-vineyards-justdeedeemusic-live-lincoln-way-vineyards-26; Wooster; last played=2024-06-13.; recorded count=2,,Thu Jun 13 2024 00:00:00 GMT-0400 (Eastern Daylight Time),,2,,2,2026-05-08T02:35:41.539Z,Other Venue,,
Little Birdie Wine Nest,6060 Broadview Rd,Parma,44134,OH,little-birdie-wine-nest-parma-oh-44134,-81.688558,41.398861,Played in the Past,Fri Apr 12 2024 00:00:00 GMT-0400 (Eastern Daylight Time),Robin,,216-785-9922,,,,,2025-06-11; 2025-06-11 6:30pm ET | COMPLETED | Little Birdie Wine Nest | 733d1oarsppi7d9s8p8t0lfjir@google.com; 2025-09-17; 2025-09-17 6:30pm ET | COMPLETED | Little Birdie Wine Nest | 4hvpsl3fmhisfep2e9gorm6pft@google.com; 2026-03-18; 2026-03-18 6:30pm ET | COMPLETED | Little Birdie Wine Nest | 10kolkcqhqip2ck7m3u85f1tp0@google.com,,2026-03-18 6:30pm ET | COMPLETED | Little Birdie Wine Nest | 10kolkcqhqip2ck7m3u85f1tp0@google.com,,6,0,6,Fri May 08 2026 00:58:22 GMT-0400 (Eastern Daylight Time),Winery,http://www.littlebirdiewinenest.com/,
Loby’s Grille on CLE,2730 Cleveland Ave NW,Canton,44709,OH,loby-s-grille-on-cle-canton-oh-44709,-81.386202,40.828969,Needs Review,,,,330-458-0904,,,2,,,,,,,,,,Restaurant,,
Lobys Irish Pub & Grill,4736 Hills and Dales Rd NW,Canton,44708,OH,lobys-irish-pub-and-grill-canton-oh-44708,-81.432139,40.833137,Needs Review,,,,330-479-9860,,,2,,,,,,,,,,Restaurant,,
Lorain Brewing Company and Event Center,500 Shipyard Wy,Lorain,44052,OH,lorain-brewing-company-and-event-center-lorain-oh-44052,-82.16716,41.467012,Booked,7/31/2025,Stavy text 440-328-7957,,440-434-2020,,texted,,,2025-08-09; Manual sheet history: Played=Yes; recorded count=1.,2026-07-26; 2026-07-26 1:00pm ET | BOOKED | Lorain Brewing | uuslbh9qqdelp1un8bfub21b8s@google.com,recorded count=1.,Sun Jul 26 2026 00:00:00 GMT-0400 (Eastern Daylight Time),3,2,5,Fri May 08 2026 00:58:22 GMT-0400 (Eastern Daylight Time),Brewery,,
Lost Trail Winery and Vineyard 5228 State St NE,Canton,OH 44721,,OH,lost-trail-winery-and-vineyard-5228-state-st-ne-canton-oh-44721,-81.299805,40.904574,Played in the Past,12/21/2023,Chris and Kim,Info@losttrailwinery.com,,,email/msgr,1,,2024-03-28 | COMPLETED | JustDeeDeeMuisc Live @ Lost Trail Winery And Vineyard | 5228 State St NE; Canton; Manual sheet history: Played=Yes; OH 44721 | historical-2024-03-28-lost-trail-winery-and-vineyard-justdeedeemuisc-live-lost-trail-winery-and-vineyard-10; last played=2024-03-28.; recorded count=3,,Thu Mar 28 2024 00:00:00 GMT-0400 (Eastern Daylight Time),,3,,3,2026-05-08T02:35:41.539Z,Winery,,Hired March 28 from 6-8pm
M and M's Taphouse LLC 523 W Tuscarawas Ave,Barberton,OH 44203,,OH,m-and-m-s-taphouse-llc-523-w-tuscarawas-ave-barberton-oh-44203,-81.609279,41.012932,Needs Review,,,,,,,3,,,,,,,,,,Other Venue,,
M Cellars 6193 S River Rd W,Geneva,OH  44041,,OH,m-cellars-6193-s-river-rd-w-geneva-oh-44041,-80.97709,41.741773,Not Contacted Yet,Sat Mar 08 2025 00:00:00 GMT-0500 (Eastern Standard Time),Matt and Tara,matt@mcellars.com   tara@mcellars.com,440-361-4104,,visit,,,,,,,,,2,2026-05-07T04:36:16.000Z,Other Venue,,
MAD Brewing Company 333 Foundry St,Medina,OH 44256,,OH,mad-brewing-company-333-foundry-st-medina-oh-44256,-81.872929,41.142046,Needs Review,,,,,,stop,5,,,,,,,,,,Brewery,,
Madison Brewing Company,70 W Main St,Madison,44057,OH,madison-brewing-company-madison-oh-44057,-81.048838,41.771381,Played in the Past,Messenger,Liz/ Madison Brewing / end of Oct,,,,Messenger,,,2024-11-29; 2024-11-29 6:00pm ET | COMPLETED | Madison Brewing | 7tt1dvkb8gah0ahsttior4f9hv@google.com; 2025-02-07; 2025-02-07 6:00pm ET | COMPLETED | Madison Brewing | ss89m6h9ibkpp5co5iqjn3om5s@google.com,,2025-02-07 6:00pm ET | COMPLETED | Madison Brewing | ss89m6h9ibkpp5co5iqjn3om5s@google.com,,4,0,4,Fri May 08 2026 00:58:22 GMT-0400 (Eastern Daylight Time),Brewery,,
Maize Valley Winery & Craft Brewery 6193 Edison St NE,Hartville,OH 44632,,OH,maize-valley-winery-and-craft-brewery-6193-edison-st-ne-hartville-oh-44632,-81.278084,40.953376,Not Contacted Yet,Mon Feb 10 2025 00:00:00 GMT-0500 (Eastern Standard Time),Scott or Michelle (Owners)/ Kara & Briana (Bookings),Scott@maizevalley.com,330-877-8344,,,1,,,,,,,,4,2026-05-07T04:36:16.000Z,Brewery,http://www.maizevalley.com/,Bre@maizevalley.com
Marie's Restaurant,130 E Smokerise Dr,Wadsworth,44281,OH,marie-s-restaurant-wadsworth-oh-44281,-81.727992,41.051929,Played in the Past,12/22/2023,Gary Lentz,,330-334-1000,,stop,4,,2024-07-20 | COMPLETED | JustDeeDeeMusic Live @ Marie's Restaurant | 130 E Smokerise Dr; 2024-09-27 | COMPLETED | JustDeeDeeMusic Live @ Marie's Restaurant | 130 E Smokerise Dr; 2025-09-12 | COMPLETED | JustDeeDeeMusic Live @ Marie's Restaurant | 130 E Smokerise Dr; OH 44281 | historical-2024-07-20-maries-restaurant-justdeedeemusic-live-maries-restaurant-30; OH 44281 | historical-2024-09-27-maries-restaurant-justdeedeemusic-live-maries-restaurant-55; OH 44281 | historical-2025-09-12-maries-restaurant-justdeedeemusic-live-maries-restaurant-121; Wadsworth,,Fri Sep 12 2025 00:00:00 GMT-0400 (Eastern Daylight Time),,3,,3,2026-05-08T02:35:41.539Z,Restaurant,,
Markko Vineyard and Winery,4500 S Ridge Rd W Conneaut,OH  44030,,OH,markko-vineyard-and-winery-4500-s-ridge-rd-w-conneaut-oh-44030,-80.623822,41.902381,Booked,Fri May 02 2025 00:00:00 GMT-0400 (Eastern Daylight Time),,,440-593-3197,,Messenger,,,2025-10-25; 2025-10-25 1:00pm ET | COMPLETED | Markko Vineyard | 1bv0cembmds4ddel1ure2c568p@google.com; 2025-12-13; 2025-12-13 2:00pm ET | COMPLETED | Markko Vineyard | 1pn39efsk7865lvgpb4fgg7v8k@google.com,2026-06-06; 2026-06-06 2:00pm ET | BOOKED | Markko Vineyard | 6pck8ccbrnt1dp2lri6esfshmj@google.com; 2026-08-08; 2026-08-08 2:00pm ET | BOOKED | Markko Vineyard | 61lvejoptcqi94f9f1bj0ng0r8@google.com; 2026-09-26; 2026-09-26 2:00pm ET | BOOKED | Markko Vineyard | 1bbf23v52c4ccbsp6qb9dritjt@google.com,2025-12-13 2:00pm ET | COMPLETED | Markko Vineyard | 1pn39efsk7865lvgpb4fgg7v8k@google.com,Sat Jun 06 2026 00:00:00 GMT-0400 (Eastern Daylight Time),4,6,10,Fri May 08 2026 00:58:22 GMT-0400 (Eastern Daylight Time),Winery,,
Mastropietro Winery Inc,14558 Ellsworth Road,Berlin Center,44401,OH,mastropietro-winery-inc-berlin-center-oh-44401,-80.925527,41.056744,Played in the Past,Mon Jan 08 2024 00:00:00 GMT-0500 (Eastern Standard Time),Kate,mastropietrowinery@gmail.com,330 547-2151,,email/stop,4,,2025-04-04; 2025-04-04 6:00pm ET | COMPLETED | Mastropietro Winery | 2avpqtjfokbmtrd7lk1eer1o9e@google.com; 2025-09-19; 2025-09-19 6:00pm ET | COMPLETED | Mastropietro Winery | r8umgvt4gvnclvdjq34vrt94e0@google.com,,2025-09-19 6:00pm ET | COMPLETED | Mastropietro Winery | r8umgvt4gvnclvdjq34vrt94e0@google.com,,4,0,4,Fri May 08 2026 00:58:22 GMT-0400 (Eastern Daylight Time),Winery,https://mastropietrowinery.com,
Matus Winery 15674 Gore Orphanage Rd,Wakeman,OH 44889,,OH,matus-winery-15674-gore-orphanage-rd-wakeman-oh-44889,-82.331246,41.258166,Open Microphone,02/24/2024,Kellie and Bob,Matus_winery@yahoo.com,440-774-9463,,,3,,,,,,,,3,2026-05-07T04:36:16.000Z,Winery,,Open microphone
Maumee Bay Brew Pub,27 Broadway St,Toledo,43604,OH,maumee-bay-brew-pub-toledo-oh-43604,-83.537858,41.643802,Needs Review,,,,419-243-1302,,,,,,,,,,,,,Brewery,,
McArthur's Brew House 2721 Front St,Cuyahoga Falls,OH 44221,,OH,mcarthur-s-brew-house-2721-front-st-cuyahoga-falls-oh-44221,-81.471782,41.146671,Needs Review,01/17/2024,,,,,,3,,,,,,,,2,2026-05-07T04:36:16.000Z,Brewery,,
Medina Brewing Company 320 S Court St G9,Medina,OH 44256,,OH,medina-brewing-company-320-s-court-st-g9-medina-oh-44256,-81.863926,41.135639,Played in the Past,11/20/2024,Liz/ call at end of Oct.  booked for Madison brewing,Medinabrewingcompany@gmail.com,330-952-1217,,stop,2,,2025-09-27; 2025-09-27 7:00pm ET | COMPLETED | Medina Brewing Company | 125llr2g2venqsj6t2bph6a3q2@google.com,,2025-09-27 7:00pm ET | COMPLETED | Medina Brewing Company | 125llr2g2venqsj6t2bph6a3q2@google.com,,2,0,2,Fri May 08 2026 00:58:22 GMT-0400 (Eastern Daylight Time),Brewery,https://www.medinabrewingcompany.com,
Mentor Brewing Company,9528 Diamond Centre Dr,Mentor,44060,OH,mentor-brewing-company-mentor-oh-44060,-81.297846,41.714701,Needs Review,09/05/2025  no more live music this year,,,440-951-2739,,,,,,,,,,,,,Brewery,,
Mercedes Neighborhood Tavern,1947 W Market St #103,Akron,44313,OH,mercedes-neighborhood-tavern-akron-oh-44313,-81.578082,41.113436,Needs Review,,,,,,,,,,,,,,,,,Pub/Bar,,
Midnight Owl Brewing Company 20312 Chagrin Blvd,Shaker Heights,OH 44122,,OH,midnight-owl-brewing-company-20312-chagrin-blvd-shaker-heights-oh-44122,-81.537143,41.464492,Needs Review,03/14/2024,,contact@midnightowlbrewingcompany.com,,,Email,2,,,,,,,,2,2026-05-07T04:36:16.000Z,Brewery,https://www.midnightowlbrewingcompany.com,
Milan Wine Post,1 N Main St,Milan,44846,OH,milan-wine-post-milan-oh-44846,-82.605821,41.29763,Needs Review,,,Milanwinepost@aol.com,440-219-1937,,,,,,,,,,,,,Winery,,
Millersburg Brewing Comp 60 E Jackson St,Millersburg,OH 44654,,OH,millersburg-brewing-comp-60-e-jackson-st-millersburg-oh-44654,-81.916671,40.554218,Not Contacted Yet,Mon Feb 10 2025 00:00:00 GMT-0500 (Eastern Standard Time),AJ,Gave him info,330-674-4728,,Tt AJ,2,,,,,,,,,,Brewery,http://millersburgbrewing.com/,
Minerva Area Chamber of Commerce,203 N Market St,Minerva,44657,OH,minerva-area-chamber-of-commerce-minerva-oh-44657,-81.103546,40.729054,Not Contacted Yet,Mon May 06 2024 00:00:00 GMT-0400 (Eastern Daylight Time),Denise R Freeland,denise.freeland@minervachamber.org,,,,,,,,,,,,3,2026-05-07T04:36:16.000Z,Other Venue,,
Missing Falls Brewery 540 S Main St suite 112,Akron,OH 44311,,OH,missing-falls-brewery-540-s-main-st-suite-112-akron-oh-44311,-81.52571,41.07131,Not Contacted Yet,Mon May 06 2024 00:00:00 GMT-0400 (Eastern Daylight Time),Colleen Prenosil,info@missingfalls.com,330-814-2442 234-231-1000,,stop/tt Colleen on list,1,,,,,,,,2,2026-05-07T04:36:16.000Z,Brewery,https://www.missingfalls.com,
Modern Methods Brewing Company,125 David Grohl Alley,Warren,44481,OH,modern-methods-brewing-company-warren-oh-44481,-80.819451,41.235615,Needs Review,02/21/2024,,,3303331594,,Fb,4,,,,,,,,1,2026-05-07T04:36:16.000Z,Brewery,www.modernmethodsbrew.com,
Monarch Winery,604 Division St,Kelleys Island,43438,OH,monarch-winery-kelleys-island-oh-43438,-82.707885,41.607758,Needs Review,,,,,,,,,,,,,,,,,Winery,,
Muffleheads Brewing Company 4931 Fitchville River Rd,Wakeman,OH 44889,,OH,muffleheads-brewing-company-4931-fitchville-river-rd-wakeman-oh-44889,-82.422387,41.269968,Needs Review,01/13/2024,,Muffleheadsbrewery@gmail.com,,,stop,3,,,,,,,,3,2026-05-07T04:36:16.000Z,Brewery,,
Mulberry Creek Winery LLC,3312 Bogart Rd,Huron,44839,OH,mulberry-creek-winery-llc-huron-oh-44839,-82.621925,41.391148,Needs Review,9/13/2025,,,,,,,,,,,,,,,,Winery,,
Musketeers Bar & Grill Musketeers Bar & Grill 3027 Brecksville Rd,Richfield,OH 44286,,OH,musketeers-bar-and-grill-musketeers-bar-and-grill-3027-brecksville-rd-richfield,-81.637998,41.216686,Not Contacted Yet,08/25/2025,Kelly,Musketeers3027@gmail.com,330-659-4111,,email,3,,,,,,,,3,2026-05-07T04:36:16.000Z,Restaurant,,
Mutach's Food Market & The Wine Room,8037 E Harbor Rd,Lakeside Marblehead,43440,OH,mutach-s-food-market-and-the-wine-room-lakeside-marblehead-oh-43440,-82.780793,41.529981,Not Contacted Yet,5/25/2024,Lisa,,,,,,,,,,,,,,,Winery,,
Nauti Vine Winery 3950 S Main St,Akron,OH 44319,,OH,nauti-vine-winery-3950-s-main-st-akron-oh-44319,-81.522301,40.97954,Needs Review,12/20/2023,,Erica@nautivine.com,330-644-5444,,,1,,,,,,,,1,2026-05-07T04:36:16.000Z,Winery,http://www.nautivine.com/,
New Berlin Brewing Company,1664 N Main St,North Canton,44720,OH,new-berlin-brewing-company-north-canton-oh-44720,-81.406246,40.8957,Played in the Past,Wed Jun 05 2024 00:00:00 GMT-0400 (Eastern Daylight Time),Gretchen,mike@newberlinbrewingco.com,330-526-6123,,Email/message,1,,2024-07-18 | COMPLETED | JustDeeDeeMusic Live @ New Berlin Brewing Company | 1664 N Main St; 2024-09-05 | COMPLETED | Live Music: Just Dee Dee Music | 1664 North Main St; 2025-03-20; 2025-03-20 6:00pm ET | COMPLETED | New Berlin Brewing Co. | 6doav067b8n1flqpjnj067b61r@google.com; North Canton; OH; OH 44720 | historical-2024-07-18-new-berlin-brewing-company-justdeedeemusic-live-new-berlin-brewing-company-29; Ohio 44720 | historical-2024-09-05-new-berlin-brewing-company-live-music-just-dee-dee-music-48; United States,,United States,,9,0,9,Fri May 08 2026 00:58:22 GMT-0400 (Eastern Daylight Time),Brewery,http://northwaterbrewing.com/,August 1st and September 5th Thursday 6-8
Nora's Public House,4054 Erie St,Willoughby,44094,OH,nora-s-public-house-willoughby-oh-44094,-81.406686,41.641455,Not Contacted Yet,7/31/2025,Brianne / 10am,,440-571-4640,,messsge,,,,,,,,,2,2026-05-07T04:36:16.000Z,Pub/Bar,,
North Coast Cafe,34552 Lakeshore Blvd,Eastlake,44095,OH,north-coast-cafe-eastlake-oh-44095,-81.448597,41.663357,Needs Review,,,,440-953-0257,,,,,,,,,,,,,Coffee Shop,,
North Coast Winery,30700 Bainbridge Rd,Solon,44139,OH,north-coast-winery-solon-oh-44139,-81.461055,41.400506,Needs Review,,,,440-821-4822,,,,,,,,,,,,,Winery,,
North End Hudson 7542 Darrow Rd,Hudson,OH 44236,,OH,north-end-hudson-7542-darrow-rd-hudson-oh-44236,-81.440576,41.270609,Not Contacted Yet,05/23/2024,scott kuebler,scott@northendwinefoodfun.com,330-342-1400,,msg/email/stop,3,,,,,,,,1,2026-05-07T04:36:16.000Z,Other Venue,http://www.northendwinefoodfun.com/,
North Water Brewing Company 101 Crain Ave,Kent,OH 44240,,OH,north-water-brewing-company-101-crain-ave-kent-oh-44240,-81.358037,41.158775,Played in the Past,9/18/2024,Bob,Ryan@northwaterbrewing.com,330-778-4677,,stop,3,,2025-04-26; 2025-04-26 7:00pm ET | COMPLETED | North Water Brewing Company | 3674ohp6qnasraompcocoiv16m@google.com,,2025-04-26 7:00pm ET | COMPLETED | North Water Brewing Company | 3674ohp6qnasraompcocoiv16m@google.com,,2,0,2,Fri May 08 2026 00:58:22 GMT-0400 (Eastern Daylight Time),Brewery,,
Northeast Ohio Musical Heritage Association,10848 Chillicothe Rd,Willoughby,44094,OH,northeast-ohio-musical-heritage-association-willoughby-oh-44094,-81.349175,41.576487,Needs Review,,,,440-417-2796,,,,,,,,,,,,,Other Venue,,
Norwalk American Legion Post 41,406 W Main St,Norwalk,44857,OH,norwalk-american-legion-post-41-norwalk-oh-44857,-82.643482,41.229124,Needs Review,,,,419-668-4626,,,,,,,,,,,,,Other Venue,,
Norwalk Eagles,151 Cline St,Norwalk,44857,OH,norwalk-eagles-norwalk-oh-44857,-82.612637,41.257466,Needs Review,,,,419-668-5602,,,,,,,,,,,,,Other Venue,,
Old 97 Cafe,1503 Kenmore Blvd,Akron,,OH,old-97-cafe-akron-oh,-81.574217,41.037041,Not Contacted Yet,Wed Oct 02 2024 00:00:00 GMT-0400 (Eastern Daylight Time),Elizabeth/ellisa,Vieja97@gmail.com,330-745-5493,,Email/messenger,2,,,,,,,,2,2026-05-07T04:36:16.000Z,Coffee Shop,http://www.theold97.com,Elizabeth
Old Firehouse Winery,5499 Lake Rd E,Geneva,44041,OH,old-firehouse-winery-geneva-oh-44041,-80.953071,41.860291,Not Contacted Yet,Thu May 08 2025 00:00:00 GMT-0400 (Eastern Daylight Time),Dave Gotl@roadrunner.com,Dmottogotl@hotmail.com,440-466-9300,,,4,,,,,,,,1,2026-05-07T04:36:16.000Z,Winery,,
Old School Pizza & Wings by Rocky River,19071 Old Detroit Rd,Rocky River,44116,OH,old-school-pizza-and-wings-by-rocky-river-rocky-river-oh-44116,-81.833499,41.48316,Needs Review,,,,216-712-4080,,,,,,,,,,,,,Other Venue,,
Olde Wine Cellar 7932 Main St,Olmsted Falls,OH 44138,,OH,olde-wine-cellar-7932-main-st-olmsted-falls-oh-44138,-81.901242,41.376845,Not Contacted Yet,Fri Apr 05 2024 00:00:00 GMT-0400 (Eastern Daylight Time),Mike,Info@oldewinecellar.com,440-427-1222,,,3,,,,,,,,2,2026-05-07T04:36:16.000Z,Winery,,
Olesias Tavern 3960 Broadview Rd,Richfield,OH 44286,,OH,olesias-tavern-3960-broadview-rd-richfield-oh-44286,-81.655126,41.240206,Played in the Past,02/21/2023,Olesia,Olesiastavern@gmail.com,234-400-0288,,stop,3,,2026-04-17 6:30pm ET | COMPLETED | Olesia’s | 7FDE5CB5-E344-4B46-B24D-CD2B224DD9E8,,Fri Apr 17 2026 00:00:00 GMT-0400 (Eastern Daylight Time),,1,,1,2026-05-08T02:35:41.539Z,Pub/Bar,https://www.olesiastaverne.com/,
On Tap Medina,2736 Medina Rd,Medina,44256,OH,on-tap-medina-medina-oh-44256,-81.786092,41.136149,Not Contacted Yet,Sat Mar 09 2024 00:00:00 GMT-0500 (Eastern Standard Time),Nicole gm.  Evelyn tt,Brenden@ontapgrille.com,330-419-0946,,Card email,,,,,,,,,2,2026-05-07T04:36:16.000Z,Other Venue,,
Ørchard Bar & Table,3266 NE Catawba Rd,Port Clinton,43452,OH,rchard-bar-and-table-port-clinton-oh-43452,-82.832318,41.570681,Not Contacted Yet,07/31/2025,Emily.,emily@orchardci.com,419-797-7324,,Card/follow up,3,,,,,,,,1,2026-05-07T04:36:16.000Z,Pub/Bar,https://orchardoncatawba.com/,
Orchid House Winery 155 Treat Rd,Aurora,OH 44202,,OH,orchid-house-winery-155-treat-rd-aurora-oh-44202,-81.350877,41.341484,Not Contacted Yet,01/28/2026,Kyah Fernandez,Kyah.fernandez@orchidhousewinery.com,330-562-9245,,,2,,,,,,,,1,2026-05-07T04:36:16.000Z,Winery,https://www.orchidhousewinery.com/,
P.J. Marley's 119 Public Square,Medina,OH 44256,,OH,p-j-marley-s-119-public-square-medina-oh-44256,-81.863303,41.138032,Open Microphone,,Jon stahl patti,,,,stop,3,,,,,,,,2,2026-05-07T04:36:16.000Z,Pub/Bar,,Open microphone ￼
Paddle Bar,305 E Water St,Sandusky,44870,OH,paddle-bar-sandusky-oh-44870,-82.709033,41.458411,Needs Review,Sun Oct 12 2025 00:00:00 GMT-0400 (Eastern Daylight Time),,,419-502-1044,,Website,,,,,,,,,,,Pub/Bar,,
Panini's Bar & Grill,8870 Darrow Rd,Twinsburg,44087,OH,panini-s-bar-and-grill-twinsburg-oh-44087,-81.440351,41.308113,Not Contacted Yet,9/24/2025,Jerry,,,,Tuesday mornings around 9am,,,,,,,,,,,Restaurant,,
Panini's Westlake,23800 Detroit Rd,Westlake,44145,OH,panini-s-westlake-westlake-oh-44145,-81.88384,41.471561,Not Contacted Yet,Sat Feb 10 2024 00:00:00 GMT-0500 (Eastern Standard Time),Nina,Westlakepaninisbands@gmail.com,440-250-0075,,,,,,,,,,,1,2026-05-07T04:36:16.000Z,Other Venue,,
Paninis Grill 3520 Center Rd,Brunswick,OH 44212,,OH,paninis-grill-3520-center-rd-brunswick-oh-44212,-81.81202,41.238253,Booked,Sat Nov 08 2025 00:00:00 GMT-0500 (Eastern Standard Time),(Mike) Michael Terlizzi,Mike@brunswickpaninis.com,,,stop,2,,Manual sheet history: Played=Yes; recorded count=2.,2026-06-07; 2026-06-07 4:00pm ET | BOOKED | Paninis Brunswick | 6drjslp652taglafilkc3agclg@google.com,recorded count=2.,Sun Jun 07 2026 00:00:00 GMT-0400 (Eastern Daylight Time),2,2,4,Fri May 08 2026 00:58:22 GMT-0400 (Eastern Daylight Time),Restaurant,,
Paper Moon Vineyards & Winery 2008 State Rd,Vermilion,OH 44089,,OH,paper-moon-vineyards-and-winery-2008-state-rd-vermilion-oh-44089,-82.362647,41.402366,Not Contacted Yet,08/14/2025,Tt Adam,adam@papermoonvineyards.com,,,Email,3,,,,,,,,3,2026-05-07T04:36:16.000Z,Winery,https://papermoonvineyards.com,
Paradigm Shift Brewing,128 North Ave NE,Massillon,44646,OH,paradigm-shift-brewing-massillon-oh-44646,-81.521861,40.798627,Not Contacted Yet,Tue Jul 01 2025 00:00:00 GMT-0400 (Eastern Daylight Time),Jen,paradigmshiftbrew@gmail.com.,330-880-0008,,Messenger,3,,,,,,,,1,2026-05-07T04:36:16.000Z,Brewery,http://theshiftbeer.com/,
